invoice_number,vendor,amount,date,file_path,days_overdue,duplicate_count,department,payment_term,label
3799,Pollard and Sons,16427.63,2023-04-01,data/invoices/INV-03799.pdf,3,1,IT,Net 15,0
3054,Wilkerson-Day,22879.71,2024-03-01,data/invoices/INV-03054.pdf,15,1,IT,Net 60,0
2868,Blake and Sons,20342.75,2023-04-03,data/invoices/INV-02868.pdf,3,1,Legal,Net 15,0
1433,Frank-Bradley,9589.28,2023-04-28,data/invoices/INV-01433.pdf,4,1,Finance,Immediate,0
7984,"Fuller, Ingram and Moss",139867.59,2024-06-25,data/invoices/INV-07984.pdf,1,2,Finance,Net 30,1
9347,"Richardson, Edwards and Ramirez",89328.58,2023-09-05,data/invoices/INV-09347.pdf,2,5,Marketing,Net 60,1
9420,"Marshall, Dominguez and Welch",139501.73,2023-07-16,data/invoices/INV-09420.pdf,0,5,Operations,Net 90,1
4077,"Branch, Torres and Oliver",19657.41,2023-03-15,data/invoices/INV-04077.pdf,15,1,Legal,Net 30,0
218,Sheppard LLC,18906.68,2023-08-09,data/invoices/INV-00218.pdf,12,1,Operations,Immediate,0
3556,"Garcia, Humphrey and Baker",6862.52,2024-06-26,data/invoices/INV-03556.pdf,7,1,Marketing,Net 30,0
7937,Ortiz-Morgan,130002.76,2023-03-05,data/invoices/INV-07937.pdf,1,6,Finance,Immediate,1
8422,Mendez-Graham,67150.02,2023-11-22,data/invoices/INV-08422.pdf,1,3,IT,Immediate,1
1035,Torres Group,20388.18,2023-09-25,data/invoices/INV-01035.pdf,7,1,Operations,Net 60,0
3774,Jones-Soto,7884.75,2024-02-12,data/invoices/INV-03774.pdf,3,1,IT,Net 30,0
4133,"Rivera, Johnson and Wiley",11157.92,2023-12-22,data/invoices/INV-04133.pdf,14,1,Marketing,Net 30,0
2336,"Pierce, Bell and Chavez",8510.18,2024-05-24,data/invoices/INV-02336.pdf,5,1,Admin,Immediate,0
6493,Campbell-Clark,1613.85,2024-03-18,data/invoices/INV-06493.pdf,10,1,HR,Net 15,0
1483,"Higgins, Strickland and Martin",15712.66,2023-06-29,data/invoices/INV-01483.pdf,13,1,HR,Net 60,0
907,Good-Hodges,19185.61,2023-03-29,data/invoices/INV-00907.pdf,3,1,Legal,Net 30,0
6089,Anderson-Bailey,22419.52,2023-03-27,data/invoices/INV-06089.pdf,12,1,Marketing,Net 15,0
6467,"Tran, Jordan and Williams",23076.36,2024-03-28,data/invoices/INV-06467.pdf,12,1,Legal,Net 15,0
5677,Garcia-Smith,5533.89,2024-04-28,data/invoices/INV-05677.pdf,0,1,Admin,Net 15,0
2771,Howard-Jordan,11313.35,2024-02-02,data/invoices/INV-02771.pdf,6,1,Admin,Net 15,0
1806,Willis and Sons,5628.29,2023-01-31,data/invoices/INV-01806.pdf,0,1,Marketing,Net 15,0
7375,Hines-Berry,140043.78,2023-11-10,data/invoices/INV-07375.pdf,0,2,Marketing,Net 90,1
2115,Gibson-Morris,18360.94,2023-12-12,data/invoices/INV-02115.pdf,15,1,Legal,Immediate,0
4535,Garcia-Jennings,7294.34,2023-04-04,data/invoices/INV-04535.pdf,1,1,HR,Immediate,0
2532,"Tran, Jordan and Williams",23099.65,2024-05-06,data/invoices/INV-02532.pdf,9,1,Admin,Net 60,0
8526,Morgan-Lopez,55544.02,2023-11-13,data/invoices/INV-08526.pdf,0,5,HR,Net 15,1
3471,Stafford Inc,4272.65,2023-04-28,data/invoices/INV-03471.pdf,6,1,Legal,Immediate,0
1403,"Miller, Hernandez and Reyes",15746.96,2024-04-09,data/invoices/INV-01403.pdf,0,1,Operations,Net 30,0
853,"Rodriguez, Brennan and Garrison",18702.86,2023-02-04,data/invoices/INV-00853.pdf,6,1,Operations,Net 30,0
3083,Gray Group,2058.97,2023-03-02,data/invoices/INV-03083.pdf,3,1,Admin,Net 15,0
8025,Lowery-Kennedy,93985.02,2023-10-25,data/invoices/INV-08025.pdf,1,2,Marketing,Immediate,1
7566,Walker-Flores,130411.49,2024-02-27,data/invoices/INV-07566.pdf,2,5,Legal,Net 30,1
5530,Anderson Group,14464.92,2023-10-03,data/invoices/INV-05530.pdf,14,1,IT,Net 30,0
7855,"Conner, Li and Santiago",114300.17,2024-05-02,data/invoices/INV-07855.pdf,2,5,Admin,Net 30,1
4933,Patton-Jenkins,1443.33,2024-02-13,data/invoices/INV-04933.pdf,8,1,Finance,Net 15,0
5160,"Mcdaniel, Bentley and Mclaughlin",17653.92,2023-12-09,data/invoices/INV-05160.pdf,14,1,HR,Net 60,0
9716,Morgan-Lopez,122148.46,2024-03-11,data/invoices/INV-09716.pdf,0,4,Admin,Net 30,1
3847,Novak PLC,9694.73,2023-06-08,data/invoices/INV-03847.pdf,12,1,Admin,Net 30,0
6484,Lam LLC,18576.46,2023-12-13,data/invoices/INV-06484.pdf,11,1,Operations,Net 15,0
748,Mccarthy Inc,23769.08,2023-05-30,data/invoices/INV-00748.pdf,15,1,Finance,Net 30,0
3035,Burgess-Thompson,16679.67,2023-09-08,data/invoices/INV-03035.pdf,6,1,Finance,Net 15,0
348,Reid Group,3404.75,2023-12-05,data/invoices/INV-00348.pdf,15,1,IT,Net 60,0
3352,Walsh LLC,6612.83,2024-02-08,data/invoices/INV-03352.pdf,4,1,IT,Net 15,0
2865,Novak PLC,1900.98,2023-02-28,data/invoices/INV-02865.pdf,9,1,HR,Net 60,0
2168,"Barnett, Rogers and Snyder",10082.29,2023-05-07,data/invoices/INV-02168.pdf,3,1,Operations,Net 60,0
6955,Garner-Thornton,11460.09,2023-01-22,data/invoices/INV-06955.pdf,12,1,Legal,Net 30,0
6210,Gray Group,23097.26,2023-04-12,data/invoices/INV-06210.pdf,0,1,Marketing,Immediate,0
2778,"Brown, Valdez and Lucas",1067.62,2023-08-04,data/invoices/INV-02778.pdf,3,1,Admin,Net 30,0
1442,Brock-Mcdonald,24447.56,2023-09-08,data/invoices/INV-01442.pdf,1,1,Admin,Net 15,0
5658,Gray-Mayo,5055.57,2024-04-28,data/invoices/INV-05658.pdf,11,1,Admin,Immediate,0
9658,"Cole, Glass and Cunningham",63354.92,2023-02-26,data/invoices/INV-09658.pdf,3,5,Operations,Net 90,1
3028,Sheppard LLC,13262.28,2024-04-09,data/invoices/INV-03028.pdf,12,1,Legal,Net 15,0
6118,"Arroyo, Miller and Tucker",11218.86,2023-05-07,data/invoices/INV-06118.pdf,4,1,Operations,Immediate,0
2484,"Winters, Newman and Brown",11442.58,2023-06-13,data/invoices/INV-02484.pdf,15,1,Legal,Net 30,0
2883,"Patterson, Smith and Jones",15557.64,2024-06-01,data/invoices/INV-02883.pdf,4,1,IT,Net 60,0
5562,Smith and Sons,17519.89,2024-02-01,data/invoices/INV-05562.pdf,4,1,Marketing,Net 30,0
764,"Le, Lewis and Hayes",15420.13,2023-07-06,data/invoices/INV-00764.pdf,8,1,HR,Net 90,0
6482,Johnson-Doyle,5376.12,2024-02-09,data/invoices/INV-06482.pdf,8,1,Marketing,Net 90,0
1617,"Robinson, Jones and Welch",21852.53,2023-08-20,data/invoices/INV-01617.pdf,8,1,IT,Net 30,0
1223,"Lee, Horton and Snyder",7154.72,2023-08-30,data/invoices/INV-01223.pdf,12,1,HR,Net 30,0
8665,"Brown, Romero and Collins",66443.94,2023-11-17,data/invoices/INV-08665.pdf,1,3,Finance,Net 15,1
6222,"Hall, Baker and Moody",13092.85,2023-06-15,data/invoices/INV-06222.pdf,7,1,IT,Immediate,0
1577,Peterson-Beard,12995.98,2024-04-11,data/invoices/INV-01577.pdf,4,1,Marketing,Net 90,0
9392,"Richardson, Edwards and Ramirez",64009.65,2023-08-26,data/invoices/INV-09392.pdf,2,4,HR,Immediate,1
6351,Jones-Young,5063.2,2023-10-14,data/invoices/INV-06351.pdf,3,1,HR,Net 30,0
3783,Walsh LLC,20805.22,2023-01-26,data/invoices/INV-03783.pdf,3,1,Marketing,Net 30,0
4375,"Rodriguez, Brennan and Garrison",14624.48,2023-10-06,data/invoices/INV-04375.pdf,1,1,Admin,Net 30,0
709,Jones PLC,6279.09,2023-07-08,data/invoices/INV-00709.pdf,2,1,Admin,Net 15,0
510,"Smith, Montoya and Evans",16372.89,2023-06-06,data/invoices/INV-00510.pdf,8,1,IT,Net 90,0
2955,Wagner-King,12479.71,2023-03-04,data/invoices/INV-02955.pdf,12,1,Admin,Immediate,0
7538,"Miller, Lucas and Williams",100067.52,2023-12-21,data/invoices/INV-07538.pdf,2,4,Marketing,Immediate,1
6339,Burton Ltd,21191.12,2024-04-23,data/invoices/INV-06339.pdf,14,1,Admin,Net 60,0
8923,Ford-Spencer,71605.75,2023-08-28,data/invoices/INV-08923.pdf,2,2,HR,Net 60,1
7064,Robertson-Hays,120041.16,2024-01-24,data/invoices/INV-07064.pdf,3,3,Finance,Net 30,1
7163,"Hale, Myers and Larson",143997.7,2023-08-19,data/invoices/INV-07163.pdf,3,3,Marketing,Net 60,1
7372,Jones-Hensley,60374.24,2023-03-10,data/invoices/INV-07372.pdf,0,3,Admin,Immediate,1
6829,Henderson-Bernard,9201.42,2023-10-12,data/invoices/INV-06829.pdf,2,1,Admin,Net 15,0
3616,"Wilson, Pena and Rich",6683.89,2023-05-27,data/invoices/INV-03616.pdf,14,1,Operations,Net 60,0
4657,"Wood, Hunter and Peterson",20610.76,2023-06-02,data/invoices/INV-04657.pdf,13,1,Admin,Immediate,0
6976,"Brennan, Wallace and Benson",19365.55,2023-09-15,data/invoices/INV-06976.pdf,10,1,Marketing,Net 30,0
4351,Chapman and Sons,22317.43,2023-09-13,data/invoices/INV-04351.pdf,4,1,Finance,Net 60,0
712,Carlson-Cruz,12396.57,2023-01-10,data/invoices/INV-00712.pdf,3,1,Legal,Net 90,0
6479,"Ross, Robinson and Bright",9794.82,2024-05-26,data/invoices/INV-06479.pdf,12,1,Marketing,Immediate,0
9130,"Kim, Gonzales and Mills",135391.37,2023-11-26,data/invoices/INV-09130.pdf,1,6,Finance,Net 15,1
8205,"Jimenez, Glass and Stone",143668.91,2023-04-18,data/invoices/INV-08205.pdf,0,6,Operations,Net 90,1
9204,Harper and Sons,94575.33,2023-08-01,data/invoices/INV-09204.pdf,3,4,Operations,Net 60,1
713,"Fisher, Wilson and Brown",6768.35,2023-09-07,data/invoices/INV-00713.pdf,1,1,Legal,Net 90,0
9113,Mckee-Lee,45233.59,2023-03-27,data/invoices/INV-09113.pdf,3,3,HR,Net 30,1
1246,"Becker, Taylor and Davis",16123.75,2023-05-20,data/invoices/INV-01246.pdf,0,1,Operations,Net 60,0
9786,Cook and Sons,76049.54,2023-04-29,data/invoices/INV-09786.pdf,3,3,Operations,Net 60,1
6849,"Watson, Anderson and Brown",7578.92,2023-11-22,data/invoices/INV-06849.pdf,9,1,IT,Net 90,0
5134,Price LLC,15721.2,2023-02-18,data/invoices/INV-05134.pdf,7,1,Finance,Net 15,0
716,"Fisher, Wilson and Brown",12683.31,2023-10-31,data/invoices/INV-00716.pdf,6,1,Finance,Net 15,0
3464,Price LLC,3486.67,2023-01-09,data/invoices/INV-03464.pdf,14,1,HR,Net 30,0
4395,Larson-Holloway,24274.07,2024-05-02,data/invoices/INV-04395.pdf,11,1,Operations,Immediate,0
4569,Miller Ltd,2201.65,2023-04-27,data/invoices/INV-04569.pdf,10,1,Operations,Net 15,0
8804,"Brown, Romero and Collins",115794.39,2023-02-26,data/invoices/INV-08804.pdf,0,6,HR,Net 60,1
8490,Graham Group,113444.75,2024-06-26,data/invoices/INV-08490.pdf,3,3,Marketing,Net 15,1
7702,Roberts-Sullivan,146915.59,2024-04-16,data/invoices/INV-07702.pdf,2,2,IT,Net 30,1
213,Arnold Ltd,9439.51,2024-06-03,data/invoices/INV-00213.pdf,6,1,HR,Immediate,0
9768,"Cole, Glass and Cunningham",102378.01,2023-03-25,data/invoices/INV-09768.pdf,0,6,Legal,Net 30,1
6839,Reynolds Ltd,5196.14,2023-01-21,data/invoices/INV-06839.pdf,5,1,Admin,Net 90,0
1011,"Fisher, Wilson and Brown",5696.0,2023-11-21,data/invoices/INV-01011.pdf,9,1,Marketing,Net 90,0
324,Reid Group,14686.76,2023-07-19,data/invoices/INV-00324.pdf,11,1,Marketing,Net 90,0
5397,Davis Inc,20352.89,2024-04-22,data/invoices/INV-05397.pdf,14,1,Operations,Net 30,0
5991,Morgan-French,22639.31,2023-06-22,data/invoices/INV-05991.pdf,14,1,Operations,Immediate,0
3173,"Ferrell, Rice and Maddox",17675.02,2024-03-11,data/invoices/INV-03173.pdf,5,1,Admin,Net 60,0
335,Webster Inc,14741.69,2023-04-23,data/invoices/INV-00335.pdf,6,1,IT,Immediate,0
8306,Kelly-Norman,59884.0,2023-09-17,data/invoices/INV-08306.pdf,3,4,IT,Net 90,1
2211,"Barnett, Rogers and Snyder",13541.38,2023-03-04,data/invoices/INV-02211.pdf,6,1,HR,Net 60,0
4272,Moore Group,3507.05,2024-02-07,data/invoices/INV-04272.pdf,6,1,Legal,Net 30,0
6741,"Newton, Moore and Perry",20183.74,2024-06-01,data/invoices/INV-06741.pdf,7,1,Marketing,Net 15,0
234,Carlson-Cruz,13238.85,2023-12-24,data/invoices/INV-00234.pdf,11,1,Legal,Net 60,0
5951,Baird-Sanchez,21859.24,2024-06-02,data/invoices/INV-05951.pdf,7,1,Admin,Immediate,0
5738,Anderson Group,19565.19,2023-07-22,data/invoices/INV-05738.pdf,15,1,Marketing,Net 90,0
7922,Cox LLC,111736.44,2023-03-20,data/invoices/INV-07922.pdf,1,6,Marketing,Net 60,1
2349,"Tapia, Vaughn and Lee",11351.55,2024-01-09,data/invoices/INV-02349.pdf,7,1,Finance,Net 15,0
2037,Navarro-Munoz,20230.85,2024-01-18,data/invoices/INV-02037.pdf,10,1,Operations,Net 60,0
7485,"Hartman, Romero and Smith",93699.43,2023-05-28,data/invoices/INV-07485.pdf,0,6,HR,Net 60,1
6007,"West, Henderson and Ramirez",1801.89,2024-01-16,data/invoices/INV-06007.pdf,6,1,Marketing,Net 30,0
4554,Bennett Group,19372.62,2023-08-18,data/invoices/INV-04554.pdf,5,1,Operations,Immediate,0
8073,"Brown, Romero and Collins",125882.38,2024-06-04,data/invoices/INV-08073.pdf,0,4,Finance,Net 90,1
1459,Suarez LLC,24961.72,2023-09-25,data/invoices/INV-01459.pdf,0,1,Admin,Net 90,0
3289,Gray Group,9094.25,2023-07-07,data/invoices/INV-03289.pdf,11,1,Admin,Net 15,0
3065,Miller-Wright,16958.16,2023-05-18,data/invoices/INV-03065.pdf,4,1,Marketing,Net 90,0
9437,"Miller, Lucas and Williams",63677.13,2023-07-31,data/invoices/INV-09437.pdf,2,6,Legal,Net 15,1
775,Gibson-Morris,7271.27,2024-03-09,data/invoices/INV-00775.pdf,11,1,Marketing,Net 90,0
6833,"Garcia, Martin and Jenkins",8833.2,2023-11-07,data/invoices/INV-06833.pdf,0,1,Finance,Immediate,0
872,"Washington, Hardy and Bray",21963.83,2023-07-26,data/invoices/INV-00872.pdf,3,1,Operations,Net 60,0
8750,Davis-Gregory,104119.77,2023-03-20,data/invoices/INV-08750.pdf,2,3,Admin,Net 15,1
1264,"Diaz, Gibbs and Smith",1128.66,2024-05-31,data/invoices/INV-01264.pdf,12,1,Finance,Immediate,0
4834,Anderson Group,22187.09,2023-05-08,data/invoices/INV-04834.pdf,14,1,Finance,Net 90,0
3895,Kerr-Evans,24453.53,2024-05-15,data/invoices/INV-03895.pdf,8,1,Marketing,Net 15,0
6324,Jackson-Lawson,7675.96,2024-02-03,data/invoices/INV-06324.pdf,10,1,Legal,Net 90,0
9213,Dixon Inc,109783.39,2023-07-14,data/invoices/INV-09213.pdf,2,6,IT,Net 90,1
7020,Acosta Inc,116616.9,2023-03-16,data/invoices/INV-07020.pdf,0,3,HR,Net 60,1
1221,"Stanley, Tucker and Lee",6768.97,2023-11-04,data/invoices/INV-01221.pdf,13,1,Operations,Net 90,0
1447,Bell-Lane,5295.96,2024-01-18,data/invoices/INV-01447.pdf,15,1,Legal,Immediate,0
3185,Bright-Francis,17714.42,2024-01-31,data/invoices/INV-03185.pdf,1,1,Operations,Net 15,0
409,Gray-Mayo,16822.82,2023-01-17,data/invoices/INV-00409.pdf,0,1,Marketing,Net 15,0
4345,Bowen Group,21329.5,2023-10-01,data/invoices/INV-04345.pdf,15,1,Admin,Immediate,0
3022,Sheppard LLC,13470.17,2024-03-01,data/invoices/INV-03022.pdf,8,1,Operations,Net 60,0
2304,"Phillips, Spence and Barrett",17329.53,2023-08-20,data/invoices/INV-02304.pdf,4,1,Marketing,Net 15,0
6272,Gutierrez Group,24582.69,2024-04-20,data/invoices/INV-06272.pdf,14,1,Marketing,Net 15,0
8281,Collins Group,106313.52,2024-03-29,data/invoices/INV-08281.pdf,3,3,IT,Net 15,1
6642,Reid Group,2974.98,2024-05-18,data/invoices/INV-06642.pdf,10,1,Admin,Net 60,0
6956,Robinson-Lee,18040.7,2023-12-26,data/invoices/INV-06956.pdf,1,1,Legal,Net 60,0
2110,"Suarez, Shields and Hill",9934.79,2024-01-22,data/invoices/INV-02110.pdf,1,1,Finance,Net 30,0
5352,Chapman and Sons,1659.26,2023-12-04,data/invoices/INV-05352.pdf,3,1,Operations,Immediate,0
9684,"Brown, Romero and Collins",49593.32,2023-07-14,data/invoices/INV-09684.pdf,1,6,Legal,Net 15,1
8344,Cisneros and Sons,126366.24,2023-07-13,data/invoices/INV-08344.pdf,2,2,HR,Immediate,1
4550,Chandler-Edwards,7121.11,2023-03-13,data/invoices/INV-04550.pdf,11,1,Admin,Net 30,0
1881,Harris-Walters,22089.33,2024-05-29,data/invoices/INV-01881.pdf,4,1,IT,Net 90,0
5946,Garner-Thornton,19272.44,2023-11-05,data/invoices/INV-05946.pdf,14,1,Marketing,Net 90,0
1738,Bruce-Gonzalez,13005.19,2023-11-19,data/invoices/INV-01738.pdf,12,1,Legal,Net 90,0
7794,"Whitney, Gould and Jones",129025.36,2023-02-13,data/invoices/INV-07794.pdf,2,3,IT,Immediate,1
5213,Bowen Group,15067.58,2023-08-02,data/invoices/INV-05213.pdf,15,1,Operations,Immediate,0
3209,Moore Group,1874.3,2023-04-02,data/invoices/INV-03209.pdf,12,1,Legal,Net 90,0
7083,Roberts-Sullivan,116250.75,2023-03-11,data/invoices/INV-07083.pdf,2,3,Legal,Net 90,1
2056,Smith PLC,20072.7,2024-05-26,data/invoices/INV-02056.pdf,10,1,Legal,Net 60,0
1689,Walker LLC,9847.36,2024-05-05,data/invoices/INV-01689.pdf,2,1,Operations,Net 60,0
4780,Ross LLC,20404.24,2024-01-12,data/invoices/INV-04780.pdf,0,1,Legal,Net 15,0
7476,Mendez and Sons,105230.95,2023-10-02,data/invoices/INV-07476.pdf,2,5,Legal,Immediate,1
7877,Stanley PLC,106090.87,2023-04-04,data/invoices/INV-07877.pdf,0,4,HR,Net 60,1
6750,"Watts, Robinson and Nguyen",13865.34,2024-03-23,data/invoices/INV-06750.pdf,10,1,Legal,Net 90,0
8556,"Huang, Cole and Pacheco",106599.02,2023-03-08,data/invoices/INV-08556.pdf,3,3,Admin,Net 60,1
8123,Lee-Cooke,121023.48,2023-09-25,data/invoices/INV-08123.pdf,2,6,Legal,Net 60,1
6991,Novak PLC,23972.71,2024-06-14,data/invoices/INV-06991.pdf,13,1,Admin,Net 15,0
8267,Blackwell LLC,68279.12,2023-04-10,data/invoices/INV-08267.pdf,3,2,Marketing,Net 15,1
8540,Davis-Gregory,53054.82,2023-03-31,data/invoices/INV-08540.pdf,2,5,Finance,Net 90,1
3393,Cook-Hines,23378.3,2023-03-06,data/invoices/INV-03393.pdf,0,1,Finance,Net 90,0
6326,Willis and Sons,24155.77,2023-12-25,data/invoices/INV-06326.pdf,0,1,HR,Net 60,0
3529,"Williams, Logan and Camacho",3808.61,2023-11-27,data/invoices/INV-03529.pdf,13,1,HR,Net 30,0
4605,"Lee, Horton and Snyder",12037.37,2024-02-16,data/invoices/INV-04605.pdf,5,1,Marketing,Net 60,0
7024,"Mullen, Brewer and Hernandez",65350.73,2023-09-14,data/invoices/INV-07024.pdf,1,5,Admin,Net 15,1
6322,"Henderson, Ramirez and Lewis",21699.93,2023-05-13,data/invoices/INV-06322.pdf,15,1,Operations,Net 30,0
746,Salazar-Ball,3173.3,2024-01-08,data/invoices/INV-00746.pdf,0,1,Legal,Net 60,0
711,Larson-Holloway,16920.03,2023-12-06,data/invoices/INV-00711.pdf,11,1,Finance,Net 60,0
380,"Rodriguez, Brennan and Garrison",12055.01,2023-06-08,data/invoices/INV-00380.pdf,8,1,HR,Net 30,0
8783,Lee-Cooke,127698.88,2023-12-01,data/invoices/INV-08783.pdf,3,6,Finance,Net 15,1
3012,Strickland-Palmer,20183.49,2023-11-21,data/invoices/INV-03012.pdf,2,1,HR,Net 30,0
8859,"Lamb, Martin and Kim",95683.32,2023-07-26,data/invoices/INV-08859.pdf,0,5,Operations,Net 90,1
7153,Hines-Berry,89230.95,2023-08-05,data/invoices/INV-07153.pdf,2,5,Marketing,Net 90,1
8567,Paul-Kline,93250.98,2023-08-31,data/invoices/INV-08567.pdf,3,5,IT,Net 60,1
3498,"Burke, Martinez and Riggs",16886.02,2023-05-16,data/invoices/INV-03498.pdf,9,1,IT,Net 90,0
3890,Peterson-Beard,18715.84,2023-08-19,data/invoices/INV-03890.pdf,4,1,Operations,Net 60,0
4485,Guerrero Inc,20649.65,2024-06-13,data/invoices/INV-04485.pdf,9,1,Legal,Net 15,0
4012,Gregory-Watkins,10942.85,2024-05-29,data/invoices/INV-04012.pdf,0,1,Operations,Immediate,0
2620,"Beltran, Lozano and Mcgee",8515.41,2023-05-24,data/invoices/INV-02620.pdf,5,1,IT,Net 90,0
6671,Arnold Ltd,24371.31,2024-06-16,data/invoices/INV-06671.pdf,10,1,Finance,Net 30,0
6513,Wolf-Harris,1663.82,2024-02-09,data/invoices/INV-06513.pdf,6,1,Finance,Immediate,0
3468,Robinson-Brock,6866.41,2023-02-13,data/invoices/INV-03468.pdf,9,1,Finance,Net 15,0
1314,"Simmons, Meadows and Griffin",4872.0,2023-07-16,data/invoices/INV-01314.pdf,15,1,Finance,Immediate,0
8606,Ford-Spencer,116364.73,2023-01-29,data/invoices/INV-08606.pdf,2,6,Operations,Net 90,1
2070,Spencer-Lee,23423.39,2023-07-27,data/invoices/INV-02070.pdf,2,1,Marketing,Net 60,0
2983,"Estrada, Williams and Foster",24051.39,2023-04-16,data/invoices/INV-02983.pdf,10,1,Operations,Net 60,0
5915,"Flowers, Martin and Kelly",14295.18,2023-02-03,data/invoices/INV-05915.pdf,15,1,Marketing,Net 30,0
9171,"Whitney, Gould and Jones",126576.74,2024-02-17,data/invoices/INV-09171.pdf,2,4,Legal,Net 60,1
1286,Gibson Ltd,8165.12,2024-03-18,data/invoices/INV-01286.pdf,9,1,Legal,Net 15,0
8991,Acosta Inc,124710.46,2023-06-04,data/invoices/INV-08991.pdf,3,5,HR,Net 60,1
8430,Cole-Palmer,63202.72,2023-10-16,data/invoices/INV-08430.pdf,3,4,Admin,Net 90,1
1350,"Stanley, Tucker and Lee",18079.37,2024-02-26,data/invoices/INV-01350.pdf,2,1,IT,Net 30,0
2612,"Watts, Robinson and Nguyen",14269.68,2023-07-29,data/invoices/INV-02612.pdf,14,1,Marketing,Net 15,0
9495,"Cole, Glass and Cunningham",119817.59,2023-01-11,data/invoices/INV-09495.pdf,3,3,HR,Net 30,1
3669,"Hoffman, Baker and Richards",20163.5,2023-03-03,data/invoices/INV-03669.pdf,0,1,Legal,Net 90,0
2222,"Washington, Hardy and Bray",2573.43,2024-03-18,data/invoices/INV-02222.pdf,9,1,IT,Immediate,0
428,Morgan-Schwartz,9656.81,2023-04-04,data/invoices/INV-00428.pdf,0,1,Finance,Immediate,0
654,Gay Inc,9590.12,2024-02-24,data/invoices/INV-00654.pdf,9,1,HR,Net 30,0
9914,Scott and Sons,51025.59,2023-11-17,data/invoices/INV-09914.pdf,1,2,IT,Net 60,1
3536,"Hoffman, Santiago and Jenkins",21412.09,2023-04-07,data/invoices/INV-03536.pdf,5,1,Admin,Net 30,0
7737,"Mullen, Brewer and Hernandez",137701.2,2023-04-16,data/invoices/INV-07737.pdf,0,6,Finance,Net 60,1
3246,Crosby-Ramirez,11782.7,2023-09-28,data/invoices/INV-03246.pdf,11,1,Finance,Net 60,0
4741,"Mckee, Gardner and Davenport",3554.93,2023-05-08,data/invoices/INV-04741.pdf,3,1,Finance,Net 15,0
9069,"Butler, Beck and Miller",103334.49,2023-12-25,data/invoices/INV-09069.pdf,1,6,IT,Net 90,1
4100,Gibson Ltd,3674.52,2024-02-17,data/invoices/INV-04100.pdf,1,1,Finance,Immediate,0
4101,"Newton, Moore and Perry",4521.76,2023-11-18,data/invoices/INV-04101.pdf,7,1,Marketing,Immediate,0
6960,Hoover-Campbell,8783.72,2023-07-03,data/invoices/INV-06960.pdf,8,1,HR,Net 30,0
612,Blair PLC,10526.61,2023-05-07,data/invoices/INV-00612.pdf,0,1,HR,Net 90,0
4289,"Mcclain, Miller and Henderson",10050.68,2024-04-15,data/invoices/INV-04289.pdf,3,1,Marketing,Immediate,0
8571,"Richardson, Edwards and Ramirez",148600.39,2024-03-12,data/invoices/INV-08571.pdf,3,3,Admin,Net 30,1
9713,"Cole, Glass and Cunningham",103426.5,2023-06-03,data/invoices/INV-09713.pdf,3,5,Marketing,Net 15,1
1544,Reed Inc,19569.85,2024-03-03,data/invoices/INV-01544.pdf,13,1,Legal,Net 90,0
9536,"Conner, Li and Santiago",78744.72,2023-06-21,data/invoices/INV-09536.pdf,3,3,Legal,Net 90,1
3854,Davis Group,19631.6,2024-03-28,data/invoices/INV-03854.pdf,9,1,Admin,Net 30,0
555,"Parker, Ortiz and Powell",10321.15,2023-07-04,data/invoices/INV-00555.pdf,0,1,Finance,Net 15,0
6366,Anderson Group,15995.54,2024-04-05,data/invoices/INV-06366.pdf,10,1,HR,Immediate,0
512,"Higgins, Strickland and Martin",15074.49,2023-03-09,data/invoices/INV-00512.pdf,9,1,Legal,Immediate,0
3207,Bailey-Cook,8345.8,2023-11-19,data/invoices/INV-03207.pdf,15,1,Marketing,Net 60,0
8085,"Hernandez, Cole and Watson",54896.17,2023-12-20,data/invoices/INV-08085.pdf,0,6,Legal,Net 30,1
968,"Carlson, Hooper and Wall",16011.06,2023-05-01,data/invoices/INV-00968.pdf,6,1,Admin,Net 15,0
6044,Novak PLC,10812.35,2023-04-14,data/invoices/INV-06044.pdf,7,1,HR,Net 90,0
6880,"Le, Lewis and Hayes",16728.66,2023-05-12,data/invoices/INV-06880.pdf,1,1,Marketing,Net 90,0
6776,Valentine-Holland,16139.3,2024-05-23,data/invoices/INV-06776.pdf,9,1,HR,Immediate,0
3296,Dickson-Brady,23504.5,2023-08-08,data/invoices/INV-03296.pdf,13,1,IT,Net 15,0
8702,Hernandez-Jones,146962.84,2023-12-15,data/invoices/INV-08702.pdf,0,2,Legal,Net 60,1
3430,Fernandez and Sons,9586.06,2023-07-09,data/invoices/INV-03430.pdf,1,1,Operations,Net 30,0
8871,King-York,134672.0,2023-07-07,data/invoices/INV-08871.pdf,2,5,Legal,Net 60,1
6963,Garcia-Jennings,16972.71,2024-01-10,data/invoices/INV-06963.pdf,2,1,HR,Net 15,0
2089,"Smith, Montoya and Evans",11069.74,2023-05-03,data/invoices/INV-02089.pdf,1,1,Operations,Net 30,0
8500,"Huang, Cole and Pacheco",45550.22,2024-03-13,data/invoices/INV-08500.pdf,2,4,Finance,Net 30,1
6163,"Thomas, Murray and King",14171.3,2023-03-02,data/invoices/INV-06163.pdf,10,1,HR,Net 90,0
3211,"Burke, Martinez and Riggs",13515.12,2023-09-01,data/invoices/INV-03211.pdf,3,1,HR,Net 30,0
